133,PPPoE discovery process complete
499,PPPoE enabled but not ready
129,PPPoE LCP Link Down
128,PPPoE LCP Link Up
131,PPPoE Network Connected
132,PPPoE Network Disconnected
137,PPPoE PAP Authenticatio n Failed
167,PPPoE PAP Authenticatio n Failed. Please verify PPPoE username and password
166,PPPoE PAP Authenticatio n success.
515,PPPoE password changed by Administrator
134,PPPoE starting CHAP Authenticatio n
135,PPPoE starting PAP Authenticatio n
514,PPPoE user name changed by Administrator
501,PPTP enabled but not ready
394,PPTP CHAP Authenticatio n Failed. Please verify PPTP username and password
390,PPTP Connect Initiated by the User
378,PPTP Control Connection Established
375,PPTP Control Connection Negotiation Started
596,PPTP decode failure
388,PPTP Disconnect Initiated by the User
383,PPTP LCP Down
387,PPTP LCP Up
377,PPTP Max Retransmissi on Exceeded
39,PPTP packet dropped
395,PPTP PAP Authenticatio n Failed
397,PPTP PAP Authenticatio n Failed. Please verify PPTP username and password
396,PPTP PAP Authenticatio n success.
386,PPTP PPP Authenticatio n Failed
385,PPTP PPP Down
391,PPTP PPP link down
399,PPTP PPP Link down
400,PPTP PPP Link Finished
398,PPTP PPP Link Up
382,PPTP PPP Negotiation Started
384,PPTP PPP Session Up
444,"PPTP Server is not responding, check if the server is UP and running."
432,PPTP server rejected control connection
433,PPTP server rejected the call request
381,PPTP Session Disconnect from Remote
380,PPTP Session Established
376,PPTP Session Negotiation Started
392,PPTP starting CHAP Authenticatio n
393,PPTP starting PAP Authenticatio n
379,PPTP Tunnel Disconnect from Remote
144,Primary firewall has transitioned to Active
146,Primary firewall has transitioned to Idle
153,Primary firewall preempting Backup
1058,Primary firewall rebooting itself as it transitioned from Active to Idle while Preempt
148,Primary missed heartbeats from Backup
150,Primary received error signal from Backup
160,Primary received heartbeat from wrong source
671,Primary received reboot signal from Backup
220,"Primary WAN link down, Backup going Active"
218,"Primary WAN link down, Primary going Idle"
221,"Primary WAN link up, preempting Backup"
79,Priority attack dropped
83,Probable port scan detected
177,Probable TCP FIN scan detected
179,Probable TCP NULL scan detected
178,Probable TCP XMAS scan detected
326,Probing failure on %s
436,Probing succeeded on %s
183,Problem loading the URL List; Appliance not registered.
10,Problem loading the URL List; check Filter settings
11,Problem loading the URL List; check your DNS server
187,Problem loading the URL List; Flash write failure.
186,Problem loading the URL List; Retrying later.
184,Problem loading the URL List; SubscRIPtion expired.
185,Problem loading the URL List; Try loading it again.
1033,Problem occurred during user group membership retrieval
12,Problem sending log email; check log settings
1096,Processed Email received from Email Security Service
525,Protocol:
996,Read-only mode GUI administratio n session started
539,Real time clock battery failure Time values may be incorrect
50,RealAudio decode failure
182,Received a path MTU icmp message from router/ gateway
188,Received a path MTU icmp message from router/ gateway
1034,Received Application Firewall Alert: Your SonicWALL Application Firewall subscRIPtion has expired.
125,Received AV Alert: %s
159,Received AV Alert: Your SonicWALL Network Anti- Virus subscRIPtion has expired. %s
482,Received AV Alert: Your SonicWALL Network Anti- Virus subscRIPtion will expire in 7 days. %s
490,Received CFS Alert: Your SonicWALL Content Filtering subscRIPtion has expired.
489,Received CFS Alert: Your SonicWALL Content Filtering subscRIPtion will expire in 7 days.
588,Received DHCP offer packet has errors
492,Received E- Mail Filter Alert: Your SonicWALL E-Mail Filtering subscRIPtion has expired.
491,Received E- Mail Filter Alert: Your SonicWALL E-Mail Filtering subscRIPtion will expire in 7 days.
63,Received fragmented packet or fragmentation needed
413,Received IKE SA delete request
614,Received IPS Alert: Your SonicWALL Intrusion Prevention (IDP) subscRIPtion has expired.
412,Received IPsec SA delete request
607,Received ISAKMP packet destined to port %s
723,Received LCP Echo Reply
721,Received LCP Echo Request
401,Received notify. NO_PROPO SAL_CHOSE N
414,Received notify: INVALID_CO OKIES
483,Received notify: INVALID_ID_ INFO
661,Received notify: INVALID_PA YLOAD
416,Received notify: INVALID_SPI
409,Received notify: ISAKMP_AU TH_FAILED
411,Received notify: PAYLOAD_M ALFORMED
415,Received notify: RESPONDE R_LIFETIME
406,Received packet retransmissio n. Drop duplicate packet
593,Received PPPoE Active Discovery Offer
594,Received PPPoE Active Discovery Session_conf irmation
589,Received response packet for DHCP request has errors
605,Received unencrypted packet in crypto active state
592,Regulatory requirements prohibit %s from being re-dialed for 30 minutes
1111,Released IP address %s
86,remote range:
822,Remotely Triggered Dial-out session ended. Valid WAN bound data found. Normal dial- up sequence will commence
818,Remotely Triggered Dial-out session started. Requesting authenticatio n
912,Removed host entry from dynamic address object
230,Request for Relay IP Table from Central Gateway
269,Requesting CRL from
231,Requesting Relay IP Table from Remote Gateway
13,Restarting SonicWALL; dumping log to email
99,Retransmittin g DHCP DISCOVER.
102,Retransmittin g DHCP REQUEST (Rebinding).
103,Retransmittin g DHCP REQUEST (Rebooting).
101,Retransmittin g DHCP REQUEST (Renewing).
100,Retransmittin g DHCP REQUEST (Requesting).
104,Retransmittin g DHCP REQUEST (Verifying).
571,RIP Broadcasts for LAN Network %s are being broadcast over dialup- connection
423,RIP disabled on DMZ interface
419,RIP disabled on interface %s
552,RIP disabled on WAN interface
76,RIPper attack dropped
424,RIPv1 enabled on DMZ interface
420,RIPv1 enabled on interface %s
553,RIPv1 enabled on WAN interface
426,RIPv2 compatibility (broadcast) mode enabled on DMZ interface
422,RIPv2 compatibility (broadcast) mode enabled on interface %s
555,RIPv2 compatibility (broadcast) mode enabled on WAN interface
425,RIPv2 enabled on DMZ interface
421,RIPv2 enabled on interface %s
554,RIPv2 enabled on WAN interface
680,Router IGMP General query received on interface %s
681,Router IGMP Membership query received on interface %s
899,RST Flood Blacklist on IF %s continues
898,RST- Flooding machine %s blacklisted
59,Rule
407,SA is disabled. Check VPN SA settings
1097,SCEP Client: %s
105,Sending DHCP DISCOVER.
122,Sending DHCP RELEASE.
116,Sending DHCP REQUEST (Rebinding).
117,Sending DHCP REQUEST (Rebooting).
115,Sending DHCP REQUEST (Renewing).
118,Sending DHCP REQUEST (Verifying).
108,Sending DHCP REQUEST.
722,Sending LCP Echo Reply
720,Sending LCP Echo Request
595,Sending PPPoE Active Discovery Request
78,Senna Spy attack dropped
232,Sent Relay IP Table to Central Gateway
1049,Settings Import: %s
645,SIP Register expiration exceeds configured Signaling inactivity time out
643,SIP Request
644,SIP Response
737,SMTP authenticatio n problem:%s
1087,SMTP connection limit is reached. Connection is dropped.
656,SMTP POP- Before-SMTP authenticatio n failed
799,SMTP server found on RBL blacklist
1093,SMTP server found on Reject List
81,Smurf Amplification attack dropped
727,SonicPoint Provision
806,SonicPoint statistics report
667,SonicPoint Status
1078,SonicPointN Provision
1077,SonicPointN Status
4,SonicWALL activated
521,SonicWALL initializing
1075,SonicWALL SSO agent is down
1076,SonicWALL SSO agent is up
993,SonicWALL SSO agent returned domain name too long
1073,SonicWALL SSO agent returned error
992,SonicWALL SSO agent returned user name too long
734,Source IP address connection status: %s
428,Source routed IP packet dropped
56,Source:
606,Spank attack multicast packet dropped
71,SPI:
1006,SSL Control: Certificate chain not complete
1002,SSL Control: Certificate with invalid date
1081,SSL Control: Certificate with MD5 Digest Signature Algorithm
1007,SSL Control: Failed to decode Server Hello
1001,SSL Control: HTTPS via SSL2
1003,SSL Control: Self-signed certificate
1005,SSL Control: Untrusted CA
1004,SSL Control: Weak cipher being used
999,SSL Control: Website found in blacklist
1000,SSL Control: Website found in whitelist
1080,SSL VPN zone remote user login allowed
733,SSL-VPN enforcement
90,Starting IKE negotiation
127,Starting PPPoE discovery
96,Status
77,Striker attack dropped
75,Sub Seven attack dropped
674,Success to reach Interface %s probe
820,Successful authenticatio n received for Remotely Triggered Dial-out
1065,Successfully sent %s file to remote backup server
1061,Successfully sent Preference file to remote backup server
1063,Successfully sent TSR file to remote backup server
868,SYN Flood Blacklist on IF %s continues
863,SYN Flood blacklisting disabled by user
862,SYN Flood blacklisting enabled by user
861,SYN flood ceased or flooding machines blacklisted - connection proxy disabled
858,SYN Flood Mode changed by user to: Always proxy WAN connections
857,SYN Flood Mode changed by user to: Watch and proxy WAN connections when under attack
856,SYN Flood Mode changed by user to: Watch and report possible SYN floods
870,SYN unused/ spare
871,SYN unused/ spare
673,Synchronizin g preferences to HA Peer Firewall
864,SYN- Flooding machine %s blacklisted
657,Syslog Server cannot be reached
881,System clock manually updated
1067,System shutdown by administrator. Power cycle required.
884,TCP checksum error; packet dropped
713,TCP connection abort received; TCP connection dropped
36,TCP connection dropped
173,TCP connection from LAN denied
712,TCP connection reject received; TCP connection dropped
181,TCP FIN packet dropped
760,TCP handshake violation detected; TCP connection dropped
891,TCP packet received on a closing connection; TCP packet dropped
888,TCP packet received on non-existent/ closed connection; TCP packet dropped
709,TCP packet received with invalid ACK number; TCP packet dropped
887,TCP packet received with invalid header length; TCP packet dropped
894,TCP packet received with invalid MSS option length; TCP packet dropped
895,TCP packet received with invalid option length; TCP packet dropped
893,TCP packet received with invalid SACK option length; TCP packet dropped
708,TCP packet received with invalid SEQ number; TCP packet dropped
896,TCP packet received with invalid source port; TCP packet dropped
897,TCP packet received with invalid SYN Flood cookie; TCP packet dropped
1030,TCP packet received with invalid Window Scale option length; TCP packet dropped
1031,TCP packet received with invalid Window Scale option value; TCP packet dropped
1029,TCP packet received with non- permitted option; TCP packet dropped
892,TCP packet received with SYN flag on an existing connection; TCP packet dropped
890,TCP packet received without mandatory ACK flag; TCP packet dropped
889,TCP packet received without mandatory SYN flag; TCP packet dropped
711,TCP stateful inspection: Bad header; TCP packet dropped
710,TCP stateful inspection: Invalid flag; TCP packet dropped
869,TCP SYN received
580,TCP Syn/Fin packet dropped
267,TCP Xmas Tree dropped
53,The cache is full; %u open connections; some will be dropped
325,The current WAN interface is not ready to route packets.
190,The loaded content URL List has expired.
307,The network connection in use is %s
573,The preferences file is too large to be saved in available flash memory
578,Thermal Red
579,Thermal Red Timer Exceeded
577,Thermal Yellow
742,Time of day settings for firewall policies were not upgraded.
815,Too many gratuitous ARPs detected
55,Type:
885,UDP checksum error; packet dropped
37,UDP packet dropped
174,UDP packet from LAN dropped
873,Unable to download IPS/GAV/ Anti-Spyware Signature database. Firewall must first be restarted to free memory used by downloaded firmware.
880,Unable to resolve dynamic address object
1024,Unable to send message to dial-up task
66,Unknown IPsec SPI
41,Unknown protocol dropped
275,Unknown reason
1095,Unprocessed email received from MTA on Inbound SMTP port
736,unused/spare
764,unused/spare
765,unused/spare
767,unused/spare
768,unused/spare
770,unused/spare
771,unused/spare
772,unused/spare
786,unused/spare
787,unused/spare
788,unused/spare
791,unused/spare
792,unused/spare
801,unused/spare
802,unused/spare
803,unused/spare
804,unused/spare
807,unused/spare
808,unused/spare
263,User logged out
265,User logged out - inactivity timer expired
1008,User logged out - logout reported by SSO agent
264,User logged out - max session time exceeded
24,User logged out - user disconnect detected (heartbeat timer expired)
750,User login denied - insufficient access on LDAP server
749,User login denied - invalid credentials on LDAP server
745,User login denied - LDAP authenticatio n failure
748,User login denied - LDAP communicati on problem
757,User login denied - LDAP directory mismatch
751,User login denied - LDAP schema mismatch
755,User login denied - LDAP server certificate not valid
747,User login denied - LDAP server down or misconfigure d
753,User login denied - LDAP server name resolution failed
746,User login denied - LDAP server timeout
986,User login denied - not allowed by policy rule
987,User login denied - not found locally
1048,User login denied - password doesn't meet constraints
1035,User login denied - password expired
243,User login denied - RADIUS authenticatio n failure
744,User login denied - RADIUS communicati on problem
245,User login denied - RADIUS configuration error
754,User login denied - RADIUS server name resolution failed
244,User login denied - RADIUS server timeout
990,User login denied - SonicWALL SSO agent communicati on problem
989,User login denied - SonicWALL SSO agent configuration error
991,User login denied - SonicWALL SSO agent name resolution failed
988,User login denied - SonicWALL SSO agent timeout
756,User login denied - TLS or local certificate problem
759,User login denied - user already logged in
486,User login denied - User has no privileges for guest service
246,User login denied - User has no privileges for login from that location
32,User login denied due to bad credentials
33,User login denied due to bad credentials
583,User login disabled from %s
549,User login failed - Guest service limit reached
329,User login failure rate exceeded - logins from user IP address denied
31,User login from an internal zone allowed
1010,Using LDAP without TLS - highly insecure
731,Virtual Access Point is disabled
730,Virtual Access Point is enabled
837,VLAN unused/spare
838,VLAN unused/spare
839,VLAN unused/spare
637,VOIP %s Endpoint added
639,VOIP %s Endpoint not added - configured 'public' endpoint limit reached
638,VOIP %s Endpoint removed
622,VOIP Call Connected
623,VOIP Call Disconnected
575,Voltages Out of Tolerance
471,VPN Cleanup: Dynamic network settings change
371,VPN Client Policy Provisioning
506,VPN disabled by administrator
503,VPN disabled for active dial up
507,VPN enabled by administrator
172,VPN Log Debug
1050,VPN Policy Added
719,VPN policy count received exceeds the limit; %s
1051,VPN Policy Deleted
1052,VPN Policy Modified
195,VPN TCP FIN
196,VPN TCP PSH
194,VPN TCP SYN
235,VPN zone administrator login allowed
237,VPN zone remote user login allowed
498,WAN Interface not setup
138,Wan IP Changed
812,WAN node exceeded: Connection dropped because too many IP addresses are in use on your LAN
502,WAN not ready
236,WAN zone administrator login allowed
238,WAN zone remote user login allowed
472,WARNING: Central Gateway does not have a Relay IP Address. DHCP message dropped.
227,WARNING: DHCP lease relayed from Central Gateway conflicts with IP in Static Devices list
524,Web access request dropped
526,Web management request allowed
16,Web site access allowed
14,Web site access denied
510,WiFiSec Enforcement disabled by administrator
511,WiFiSec Enforcement enabled by administrator
513,Wireless MAC Filter List disabled by administrator
512,Wireless MAC Filter List enabled by administrator
615,WLAN client null probing
508,WLAN disabled by administrator
728,WLAN disabled by schedule
509,WLAN enabled by administrator
729,WLAN enabled by schedule
487,WLAN firmware image has been updated
726,WLAN max concurrent users reached already
617,"WLAN not in AP mode, DHCP server will not provide lease to clients on WLAN"
879,WLAN radio frequency threat detected
517,WLAN Reboot
519,WLAN recovery
547,WLAN sequence number out of order
435,WLB Failback initiated by %s
584,WLB Failover in progress
586,WLB Resource failed
585,WLB Resource is now available
581,"WLB SPIll- over started, configured threshold exceeded"
582,WLB SPIll- over stopped
663,WPA MIC Failure
664,WPA RADIUS Server Timeout
140,"XAUTH Failed with VPN client, Authenticatio n failure"
141,"XAUTH Failed with VPN client, Cannot Contact RADIUS Server"
139,XAUTH Succeeded with VPN client
1086,Your SonicWALL Anti-Spam Service subscRIPtion has expired.
